Date,Close
3/8/2016 16:00:00,27.81
3/9/2016 16:00:00,28.17
3/10/2016 16:00:00,28.03
3/11/2016 16:00:00,28.89
3/14/2016 16:00:00,28.51
3/15/2016 16:00:00,27.98
3/16/2016 16:00:00,27.51
3/17/2016 16:00:00,27.79
3/18/2016 16:00:00,27.9
3/21/2016 16:00:00,28.49
3/22/2016 16:00:00,28.78
3/23/2016 16:00:00,28.6
3/24/2016 16:00:00,28.5
3/28/2016 16:00:00,28.21
3/29/2016 16:00:00,28.47
3/30/2016 16:00:00,28.49
3/31/2016 16:00:00,28.08
4/1/2016 16:00:00,28.46
4/4/2016 16:00:00,29.1
4/5/2016 16:00:00,29.71
4/6/2016 16:00:00,31.2
4/7/2016 16:00:00,31.03
4/8/2016 16:00:00,30.79
4/11/2016 16:00:00,30.21
4/12/2016 16:00:00,30.28
4/13/2016 16:00:00,30.83
4/14/2016 16:00:00,30.93
4/15/2016 16:00:00,30.79
4/18/2016 16:00:00,30.89
4/19/2016 16:00:00,31.16
4/20/2016 16:00:00,31.48
4/21/2016 16:00:00,31.49
4/22/2016 16:00:00,31.52
4/25/2016 16:00:00,31.46
4/26/2016 16:00:00,31.31
4/27/2016 16:00:00,31.26
4/28/2016 16:00:00,31.18
4/29/2016 16:00:00,30.99
5/2/2016 16:00:00,31.07
5/3/2016 16:00:00,31.93
5/4/2016 16:00:00,31.64
5/5/2016 16:00:00,31.8
5/6/2016 16:00:00,31.81
5/9/2016 16:00:00,32.04
5/10/2016 16:00:00,32.02
5/11/2016 16:00:00,31.41
5/12/2016 16:00:00,31.44
5/13/2016 16:00:00,31.44
5/16/2016 16:00:00,31.62
5/17/2016 16:00:00,31.29
5/18/2016 16:00:00,31.42
5/19/2016 16:00:00,31.62
5/20/2016 16:00:00,31.96
5/23/2016 16:00:00,31.9
5/24/2016 16:00:00,32.3
5/25/2016 16:00:00,32.54
5/26/2016 16:00:00,32.62
5/27/2016 16:00:00,32.79
5/31/2016 16:00:00,32.87
6/1/2016 16:00:00,32.92
6/2/2016 16:00:00,33.03
6/3/2016 16:00:00,32.86
6/6/2016 16:00:00,33.09
6/7/2016 16:00:00,33.01
6/8/2016 16:00:00,33.39
6/9/2016 16:00:00,33.45
6/10/2016 16:00:00,33.43
6/13/2016 16:00:00,32.91
6/14/2016 16:00:00,33.15
6/15/2016 16:00:00,32.96
6/16/2016 16:00:00,32.92
6/17/2016 16:00:00,32.42
6/20/2016 16:00:00,32.68
6/21/2016 16:00:00,32.92
6/22/2016 16:00:00,32.65
6/23/2016 16:00:00,32.77
6/24/2016 16:00:00,32.18
6/27/2016 16:00:00,32.02
6/28/2016 16:00:00,32.63
6/29/2016 16:00:00,33.17
6/30/2016 16:00:00,33.36
7/1/2016 16:00:00,33.7
7/5/2016 16:00:00,33.92
7/6/2016 16:00:00,33.97
7/7/2016 16:00:00,33.89
7/8/2016 16:00:00,34.22
7/11/2016 16:00:00,34.25
7/12/2016 16:00:00,34.33
7/13/2016 16:00:00,34.4
7/14/2016 16:00:00,34.98
7/15/2016 16:00:00,34.83
7/18/2016 16:00:00,34.71
7/19/2016 16:00:00,34.71
7/20/2016 16:00:00,34.75
7/21/2016 16:00:00,34.78
7/22/2016 16:00:00,34.81
7/25/2016 16:00:00,34.84
7/26/2016 16:00:00,34.89
7/27/2016 16:00:00,34.91
7/28/2016 16:00:00,34.74
7/29/2016 16:00:00,34.95
8/1/2016 16:00:00,35.35
8/2/2016 16:00:00,34.47
8/3/2016 16:00:00,33.43
8/4/2016 16:00:00,33.3
8/5/2016 16:00:00,33.57
8/8/2016 16:00:00,33.09
8/9/2016 16:00:00,33.23
8/10/2016 16:00:00,33.28
8/11/2016 16:00:00,33.3
8/12/2016 16:00:00,33.14
8/15/2016 16:00:00,33.26
8/16/2016 16:00:00,32.96
8/17/2016 16:00:00,33.29
8/18/2016 16:00:00,33.34
8/19/2016 16:00:00,33.14
8/22/2016 16:00:00,33.01
8/23/2016 16:00:00,33.24
8/24/2016 16:00:00,32.99
8/25/2016 16:00:00,32.94
8/26/2016 16:00:00,32.99
8/29/2016 16:00:00,33.26
8/30/2016 16:00:00,33.04
8/31/2016 16:00:00,32.97
9/1/2016 16:00:00,32.85
9/2/2016 16:00:00,32.94
9/6/2016 16:00:00,32.94
9/7/2016 16:00:00,33.01
9/8/2016 16:00:00,32.89
9/9/2016 16:00:00,32.3
9/12/2016 16:00:00,32.83
9/13/2016 16:00:00,32.25
9/14/2016 16:00:00,32.15
9/15/2016 16:00:00,32.34
9/16/2016 16:00:00,32.15
9/19/2016 16:00:00,31.88
9/20/2016 16:00:00,32.03
9/21/2016 16:00:00,32.47
9/22/2016 16:00:00,32.35
9/23/2016 16:00:00,32.46
9/26/2016 16:00:00,31.87
9/27/2016 16:00:00,32.05
9/28/2016 16:00:00,32.2
9/29/2016 16:00:00,31.57
9/30/2016 16:00:00,32.09
10/3/2016 16:00:00,31.91
10/4/2016 16:00:00,31.94
10/5/2016 16:00:00,32.11
10/6/2016 16:00:00,31.88
10/7/2016 16:00:00,31.79
10/10/2016 16:00:00,31.84
10/11/2016 16:00:00,31.39
10/12/2016 16:00:00,31.33
10/13/2016 16:00:00,31.03
10/14/2016 16:00:00,30.94
10/17/2016 16:00:00,30.79
10/18/2016 16:00:00,30.97
10/19/2016 16:00:00,30.88
10/20/2016 16:00:00,30.83
10/21/2016 16:00:00,30.49
10/24/2016 16:00:00,30.44
10/25/2016 16:00:00,30.58
10/26/2016 16:00:00,30.69
10/27/2016 16:00:00,30.77
10/28/2016 16:00:00,30.25
10/31/2016 16:00:00,30.04
11/1/2016 16:00:00,29.43
11/2/2016 16:00:00,29.02
11/3/2016 16:00:00,28.32
11/4/2016 16:00:00,28.42
11/7/2016 16:00:00,28.78
11/8/2016 16:00:00,28.42
11/9/2016 16:00:00,30.43
11/10/2016 16:00:00,31.73
11/11/2016 16:00:00,30.87
11/14/2016 16:00:00,30.67
11/15/2016 16:00:00,30.53
11/16/2016 16:00:00,30.28
11/17/2016 16:00:00,30.06
11/18/2016 16:00:00,29.82
11/21/2016 16:00:00,29.91
11/22/2016 16:00:00,29.68
11/23/2016 16:00:00,29.77
11/25/2016 16:00:00,30.02
11/28/2016 16:00:00,29.88
11/29/2016 16:00:00,30.24
11/30/2016 16:00:00,30.45
12/1/2016 16:00:00,29.8
12/2/2016 16:00:00,29.96
12/5/2016 16:00:00,29.93
12/6/2016 16:00:00,29.9
12/7/2016 16:00:00,29.55
12/8/2016 16:00:00,29.31
12/9/2016 16:00:00,30.03
12/12/2016 16:00:00,30.69
12/13/2016 16:00:00,31.1
12/14/2016 16:00:00,31.09
12/15/2016 16:00:00,31.03
12/16/2016 16:00:00,31.11
12/19/2016 16:00:00,31.1
12/20/2016 16:00:00,31.12
12/21/2016 16:00:00,30.69
12/22/2016 16:00:00,30.64
12/23/2016 16:00:00,30.77
12/27/2016 16:00:00,30.82
12/28/2016 16:00:00,30.65
12/29/2016 16:00:00,30.78
12/30/2016 16:00:00,30.77
1/3/2017 16:00:00,31.26
1/4/2017 16:00:00,31.54
1/5/2017 16:00:00,31.84
1/6/2017 16:00:00,31.72
1/9/2017 16:00:00,31.71
1/10/2017 16:00:00,31.68
1/11/2017 16:00:00,31.1
1/12/2017 16:00:00,30.88
1/13/2017 16:00:00,30.81
1/17/2017 16:00:00,30.37
1/18/2017 16:00:00,30.34
1/19/2017 16:00:00,30.03
1/20/2017 16:00:00,30.1
1/23/2017 16:00:00,29.8
1/24/2017 16:00:00,29.51
1/25/2017 16:00:00,29.64
1/26/2017 16:00:00,29.63
1/27/2017 16:00:00,29.77
1/30/2017 16:00:00,29.66
1/31/2017 16:00:00,30.06
2/1/2017 16:00:00,30
2/2/2017 16:00:00,30.06
2/3/2017 16:00:00,30.4
2/6/2017 16:00:00,30.53
2/7/2017 16:00:00,30.39
2/8/2017 16:00:00,30.45
2/9/2017 16:00:00,30.67
2/10/2017 16:00:00,30.65
2/13/2017 16:00:00,30.89
2/14/2017 16:00:00,31.03
2/15/2017 16:00:00,31.75
2/16/2017 16:00:00,31.85
2/17/2017 16:00:00,31.85
2/21/2017 16:00:00,31.85
2/22/2017 16:00:00,31.82
2/23/2017 16:00:00,32.27
2/24/2017 16:00:00,32.46
2/27/2017 16:00:00,32.47
2/28/2017 16:00:00,32.32
3/1/2017 16:00:00,32.61
3/2/2017 16:00:00,32.69
3/3/2017 16:00:00,32.7
3/6/2017 16:00:00,32.54
3/7/2017 16:00:00,32.2
3/8/2017 16:00:00,32.12
3/9/2017 16:00:00,32.26
3/10/2017 16:00:00,32.31
3/13/2017 16:00:00,32.31
3/14/2017 16:00:00,32.42
3/15/2017 16:00:00,32.81
3/16/2017 16:00:00,32.62
3/17/2017 16:00:00,32.51
3/20/2017 16:00:00,32.57
3/21/2017 16:00:00,32.45
3/22/2017 16:00:00,32.65
3/23/2017 16:00:00,32.48
3/24/2017 16:00:00,32.21
3/27/2017 16:00:00,32.38
3/28/2017 16:00:00,32.36
3/29/2017 16:00:00,32.52
3/30/2017 16:00:00,32.54
3/31/2017 16:00:00,32.41
4/3/2017 16:00:00,32.44
4/4/2017 16:00:00,32.53
4/5/2017 16:00:00,32.39
4/6/2017 16:00:00,32.31
4/7/2017 16:00:00,32.3
4/10/2017 16:00:00,32.25
4/11/2017 16:00:00,32.14
4/12/2017 16:00:00,32.13
4/13/2017 16:00:00,32.1
4/17/2017 16:00:00,32.21
4/18/2017 16:00:00,32.06
4/19/2017 16:00:00,31.84
4/20/2017 16:00:00,31.96
4/21/2017 16:00:00,31.87
4/24/2017 16:00:00,31.96
4/25/2017 16:00:00,31.98
4/26/2017 16:00:00,32.07
4/27/2017 16:00:00,32.08
4/28/2017 16:00:00,32.13
5/1/2017 16:00:00,32
5/2/2017 16:00:00,31.84
5/3/2017 16:00:00,31.71
5/4/2017 16:00:00,31.69
5/5/2017 16:00:00,31.72
5/8/2017 16:00:00,31.69
5/9/2017 16:00:00,31.62
5/10/2017 16:00:00,31.29
5/11/2017 16:00:00,31.3
5/12/2017 16:00:00,31.27
5/15/2017 16:00:00,31.38
5/16/2017 16:00:00,30.88
5/17/2017 16:00:00,30.53
5/18/2017 16:00:00,30.52
5/19/2017 16:00:00,30.75
5/22/2017 16:00:00,30.43
5/23/2017 16:00:00,30.45
5/24/2017 16:00:00,30.36
5/25/2017 16:00:00,30.47
5/26/2017 16:00:00,30.45
5/30/2017 16:00:00,30.44
5/31/2017 16:00:00,30.93
6/1/2017 16:00:00,30.99
6/2/2017 16:00:00,30.83
6/5/2017 16:00:00,30.65
6/6/2017 16:00:00,30.38
6/7/2017 16:00:00,30.31
6/8/2017 16:00:00,30.08
6/9/2017 16:00:00,31.04
6/12/2017 16:00:00,30.98
6/13/2017 16:00:00,30.86
6/14/2017 16:00:00,30.97
6/15/2017 16:00:00,31.08
6/16/2017 16:00:00,31.23
6/19/2017 16:00:00,31.47
6/20/2017 16:00:00,31.79
6/21/2017 16:00:00,32.1
6/22/2017 16:00:00,32.27
6/23/2017 16:00:00,32.37
6/26/2017 16:00:00,32.25
6/27/2017 16:00:00,31.99
6/28/2017 16:00:00,31.97
6/29/2017 16:00:00,31.86
6/30/2017 16:00:00,31.82
7/3/2017 16:00:00,32.04
7/5/2017 16:00:00,31.87
7/6/2017 16:00:00,31.47
7/7/2017 16:00:00,31.59
7/10/2017 16:00:00,31.65
7/11/2017 16:00:00,31.42
7/12/2017 16:00:00,31.47
7/13/2017 16:00:00,31.53
7/14/2017 16:00:00,31.67
7/17/2017 16:00:00,31.5
7/18/2017 16:00:00,31.6
7/19/2017 16:00:00,31.85
7/20/2017 16:00:00,31.77
7/21/2017 16:00:00,31.72
7/24/2017 16:00:00,31.57
7/25/2017 16:00:00,31.36
7/26/2017 16:00:00,31.16
7/27/2017 16:00:00,31.26
7/28/2017 16:00:00,31.4
7/31/2017 16:00:00,31.41
8/1/2017 16:00:00,31.34
8/2/2017 16:00:00,31.19
8/3/2017 16:00:00,31.67
8/4/2017 16:00:00,31.87
8/7/2017 16:00:00,31.56
8/8/2017 16:00:00,31.53
8/9/2017 16:00:00,31.69
8/10/2017 16:00:00,31.66
8/11/2017 16:00:00,31.5
8/14/2017 16:00:00,31.56
8/15/2017 16:00:00,31.62
8/16/2017 16:00:00,31.6
8/17/2017 16:00:00,31.21
8/18/2017 16:00:00,30.95
8/21/2017 16:00:00,31.03
8/22/2017 16:00:00,31.4
8/23/2017 16:00:00,31.49
8/24/2017 16:00:00,31.48
8/25/2017 16:00:00,31.63
8/28/2017 16:00:00,31.71
8/29/2017 16:00:00,31.74
8/30/2017 16:00:00,31.69
8/31/2017 16:00:00,32.13
9/1/2017 16:00:00,32.17
9/5/2017 16:00:00,32.02
9/6/2017 16:00:00,32.2
9/7/2017 16:00:00,32.2
9/8/2017 16:00:00,32.3
9/11/2017 16:00:00,32.51
9/12/2017 16:00:00,33.51
9/13/2017 16:00:00,33.21
9/14/2017 16:00:00,33.85
9/15/2017 16:00:00,33.5
9/18/2017 16:00:00,33.68
9/19/2017 16:00:00,33.58
9/20/2017 16:00:00,34.09
9/21/2017 16:00:00,34.08
9/22/2017 16:00:00,34.07
9/25/2017 16:00:00,33.64
9/26/2017 16:00:00,33.44
9/27/2017 16:00:00,33.58
9/28/2017 16:00:00,33.73
9/29/2017 16:00:00,33.82
10/2/2017 16:00:00,34.17
10/3/2017 16:00:00,34.24
10/4/2017 16:00:00,34.07
10/5/2017 16:00:00,34.1
10/6/2017 16:00:00,34.15
10/9/2017 16:00:00,34.24
10/10/2017 16:00:00,34.48
10/11/2017 16:00:00,34.53
10/12/2017 16:00:00,34.44
10/13/2017 16:00:00,34.43
10/16/2017 16:00:00,34.09
10/17/2017 16:00:00,34.29
10/18/2017 16:00:00,33.94
10/19/2017 16:00:00,34.33
10/20/2017 16:00:00,34.5
10/23/2017 16:00:00,34.48
10/24/2017 16:00:00,34.36
10/25/2017 16:00:00,34.26
10/26/2017 16:00:00,33.86
10/27/2017 16:00:00,33.73
10/30/2017 16:00:00,33.3
10/31/2017 16:00:00,33.21
11/1/2017 16:00:00,33.4
11/2/2017 16:00:00,33.59
11/3/2017 16:00:00,33.68
11/6/2017 16:00:00,33.46
11/7/2017 16:00:00,33.5
11/8/2017 16:00:00,33.48
11/9/2017 16:00:00,33.35
11/10/2017 16:00:00,33.33
11/13/2017 16:00:00,33.44
11/14/2017 16:00:00,33.52
11/15/2017 16:00:00,33.5
11/16/2017 16:00:00,33.69
11/17/2017 16:00:00,33.51
11/20/2017 16:00:00,33.49
11/21/2017 16:00:00,33.67
11/22/2017 16:00:00,33.56
11/24/2017 13:00:00,33.62
11/27/2017 16:00:00,33.62
11/28/2017 16:00:00,33.96
11/29/2017 16:00:00,34.3
11/30/2017 16:00:00,34.35
12/1/2017 16:00:00,34.44
12/4/2017 16:00:00,34.16
12/5/2017 16:00:00,33.75
12/6/2017 16:00:00,33.69
12/7/2017 16:00:00,33.63
12/8/2017 16:00:00,33.86
12/11/2017 16:00:00,34.3
12/12/2017 16:00:00,34.65
12/13/2017 16:00:00,34.71
12/14/2017 16:00:00,34.54
12/15/2017 16:00:00,35.24
12/18/2017 16:00:00,35.17
12/19/2017 16:00:00,34.99
12/20/2017 16:00:00,34.54
12/21/2017 16:00:00,34.33
12/22/2017 16:00:00,34.24
12/26/2017 16:00:00,34.3
12/27/2017 16:00:00,34.42
12/28/2017 16:00:00,34.45
12/29/2017 16:00:00,34.31
1/2/2018 16:00:00,34.52
1/3/2018 16:00:00,34.78
1/4/2018 16:00:00,34.85
1/5/2018 16:00:00,34.92
1/8/2018 16:00:00,34.53
1/9/2018 16:00:00,34.49
1/10/2018 16:00:00,34.55
1/11/2018 16:00:00,34.63
1/12/2018 16:00:00,34.62
1/16/2018 16:00:00,34.67
1/17/2018 16:00:00,35.22
1/18/2018 16:00:00,35.04
1/19/2018 16:00:00,34.99
1/22/2018 16:00:00,34.99
1/23/2018 16:00:00,34.88
1/24/2018 16:00:00,34.99
1/25/2018 16:00:00,35.27
1/26/2018 16:00:00,36.96
1/29/2018 16:00:00,36.96
1/30/2018 16:00:00,35.81
1/31/2018 16:00:00,35.09
2/1/2018 16:00:00,34.89
2/2/2018 16:00:00,34.68
2/5/2018 16:00:00,32.84
2/6/2018 16:00:00,33.42
2/7/2018 16:00:00,33.14
2/8/2018 16:00:00,31.86
2/9/2018 16:00:00,32.36
2/12/2018 16:00:00,32.83
2/13/2018 16:00:00,33.1
2/14/2018 16:00:00,33.34
2/15/2018 16:00:00,33.83
2/16/2018 16:00:00,34.35
2/20/2018 16:00:00,34.11
2/21/2018 16:00:00,33.88
2/22/2018 16:00:00,33.86
2/23/2018 16:00:00,34.35
2/26/2018 16:00:00,35.14
2/27/2018 16:00:00,34.86
2/28/2018 16:00:00,34.4
3/1/2018 16:00:00,33.75
3/2/2018 16:00:00,34.06
3/5/2018 16:00:00,34.22
3/6/2018 16:00:00,33.99
3/7/2018 16:00:00,34.04
3/8/2018 16:00:00,34.58
3/9/2018 16:00:00,34.83
3/12/2018 16:00:00,34.68
3/13/2018 16:00:00,34.81
3/14/2018 16:00:00,34.44
3/15/2018 16:00:00,34.65
3/16/2018 16:00:00,34.84
3/19/2018 16:00:00,34.42
3/20/2018 16:00:00,34.42
3/21/2018 16:00:00,34.36
3/22/2018 16:00:00,33.73
3/23/2018 16:00:00,32.67
3/26/2018 16:00:00,33.19
3/27/2018 16:00:00,33.17
3/28/2018 16:00:00,33.44
3/29/2018 16:00:00,33.62
4/2/2018 16:00:00,33.2
4/3/2018 16:00:00,33.8
4/4/2018 16:00:00,34.23
4/5/2018 16:00:00,33.85
4/6/2018 16:00:00,33.32
4/9/2018 16:00:00,33.59
4/10/2018 16:00:00,34.06
4/11/2018 16:00:00,33.91
4/12/2018 16:00:00,34.41
4/13/2018 16:00:00,34.41
4/16/2018 16:00:00,34.61
4/17/2018 16:00:00,34.42
4/18/2018 16:00:00,34.57
4/19/2018 16:00:00,34.61
4/20/2018 16:00:00,34.7
4/23/2018 16:00:00,34.86
4/24/2018 16:00:00,35.11
4/25/2018 16:00:00,34.75
4/26/2018 16:00:00,34.91
4/27/2018 16:00:00,35.05
4/30/2018 16:00:00,34.68
5/1/2018 16:00:00,33.54
5/2/2018 16:00:00,33.05
5/3/2018 16:00:00,32.93
5/4/2018 16:00:00,33.01
5/7/2018 16:00:00,33.09
5/8/2018 16:00:00,33.14
5/9/2018 16:00:00,33.32
5/10/2018 16:00:00,33.19
5/11/2018 16:00:00,33.63
5/14/2018 16:00:00,33.97
5/15/2018 16:00:00,33.81
5/16/2018 16:00:00,33.8
5/17/2018 16:00:00,33.83
5/18/2018 16:00:00,33.76
5/21/2018 16:00:00,33.91
5/22/2018 16:00:00,33.84
5/23/2018 16:00:00,34.08
5/24/2018 16:00:00,34
5/25/2018 16:00:00,33.8
5/29/2018 16:00:00,33.82
5/30/2018 16:00:00,34.15
5/31/2018 16:00:00,34.15
6/1/2018 16:00:00,34.34
6/4/2018 16:00:00,34.53
6/5/2018 16:00:00,34.52
